Age,GPA,Attendance_Rate,Study_Hours_Per_Week,Homework_Submission_Rate,Distance_From_School,Family_Size,Disciplinary_Actions,Teacher_Evaluation_Score,Parent_Teacher_Meetings_Attended,Extracurricular_Participation,,Gender,Health_Status,School_Transportation,Part_Time_Job,Special_Education_Support,Online_Learning_Participation,School_Facilities_Access,Parent_Education,Family_Income,Parent_Occupation,Student_ID,Dropout_Risk
15,3.011895017,69.74232409,6.422050746,90,4.664095664,1,1,6.698774625,1,2,,F,Good,Yes,No,No,High,Limited,Secondary,Middle,Self-employed,2027,0
15,3.265031844,88.42160956,22.45925786,75,5.861880103,3,1,9.739275426,5,2,,F,Good,Yes,No,Yes,High,Full,Bachelor,Middle,Unemployed,2893,0
18,1.820750404,30,5.58669494,29.57552045,4.814365234,6,1,4.156074582,2,1,,M,Good,Yes,Yes,No,Low,Limited,Master,High,Private,139,1
16,2.885556045,60,8.78106601,50,1.248045997,3,0,6.758487118,5,1,,F,Good,Yes,Yes,Yes,High,Limited,Secondary,Middle,Self-employed,1918,0
17,2.627490735,74.18868898,4.546413031,79.88234365,5.032090384,3,0,7.518200765,3,2,,F,Good,Yes,Yes,No,High,Full,Primary,Low,Self-employed,1829,0
15,3.06392829,88.28502632,11.73071749,50,6.699243657,4,1,6.34570303,3,1,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Government,1574,0
17,2.236413124,30,1.259675468,26.22224104,2.147709612,4,1,2.541833824,1,2,,F,Fair,Yes,Yes,No,Low,Limited,Primary,Low,Unemployed,320,1
16,1.961229984,30,6.826983992,32.13348505,8.126078712,5,3,7.039169389,2,0,,M,Poor,Yes,No,No,Medium,Full,Primary,High,Unemployed,654,1
17,2.330324042,60,12.08652358,90,3.187930057,7,3,6.194652834,1,1,,F,Good,Yes,Yes,No,Medium,Full,Secondary,Middle,Government,2138,0
16,3.755527999,80,16.85575866,87.62641745,7.10759535,3,0,8.23120437,4,2,,M,Good,Yes,Yes,No,Medium,Full,Bachelor,Middle,Government,3806,0
17,2.32128274,30.30160908,1.744990922,48.63874354,2,5,3,4.400282981,1,0,,M,Fair,Yes,Yes,Yes,Low,Full,Secondary,High,Private,559,1
17,3.221663711,80.18719338,8.098778398,63.53775927,7.009205651,5,3,7.546714621,0,0,,M,Good,Yes,No,No,High,Limited,Secondary,Middle,Self-employed,2188,0
17,1.726328785,30,4.377864727,31.44595461,2,4,0,4.931153408,0,1,,F,Fair,Yes,Yes,Yes,Low,Minimal,Secondary,High,Private,113,1
15,2.102407868,49.42594546,5.90244148,34.35025269,18.41800278,5,5,4.917565206,1,1,,F,Good,Yes,No,No,Medium,Limited,Primary,Middle,Private,532,1
16,2.040475699,51.36802608,3.050659778,60.72668502,2,1,3,3.479129816,1,1,,M,Poor,Yes,No,No,Low,Full,Primary,High,Private,225,1
18,2.68651048,43.80503841,4.296228258,24.11073407,7.058019783,7,1,4.330143296,2,1,,F,Good,No,Yes,No,Low,Limited,Secondary,Middle,Self-employed,724,1
16,3.73359847,80,14.16072706,89.37045724,4.435493424,2,0,7.782266071,4,1,,M,Fair,No,No,No,High,Full,Secondary,High,Private,3980,0
16,3.388797772,85.28259391,11.75258893,88.62823496,2.741515507,2,0,8.625103859,1,5,,F,Poor,Yes,Yes,No,High,Full,Master,High,Government,2884,0
18,3.103680147,93.3758495,9.222035475,50,5.777123001,2,0,5.01316501,1,1,,F,Good,Yes,No,No,High,Full,Primary,High,Government,1142,0
15,2.62266276,60,8.460381853,87.73636011,5.923869475,5,1,7.479471155,3,1,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Self-employed,1434,0
17,3.171440712,83.30700851,9.134038216,54.71988536,3.515861151,2,0,6.983819571,3,1,,F,Good,Yes,No,Yes,Low,Full,Bachelor,Middle,Government,2374,0
15,3.256196749,85.44027286,16.20752902,78.98886247,12.73038366,2,0,7.61211343,2,1,,M,Good,No,Yes,Yes,High,Full,Secondary,Middle,Self-employed,3822,0
16,3.342859358,85.87133412,18.81164523,97.28422261,3.620402583,1,0,8.386412171,0,2,,M,Good,Yes,Yes,No,High,Full,Secondary,Middle,Government,3372,0
16,3.662220118,80,11.04430313,88.84543954,0.5,4,0,7.303061602,4,3,,M,Good,Yes,No,No,Low,Full,Bachelor,Low,Private,3936,0
17,3.189463106,86.45470763,6.160705227,50,1,3,3,6.641617416,4,0,,M,Good,Yes,No,No,High,Full,Secondary,High,Private,1459,0
16,3.520198283,83.53920073,19.8807836,75,0.5,3,1,8.234758137,1,1,,F,Fair,Yes,No,No,High,Full,Master,High,Self-employed,3098,0
16,2.930351946,60,6.34561505,62.45302497,1,4,1,6.321509828,3,0,,M,Fair,No,Yes,No,High,Full,Bachelor,High,Private,1416,0
16,3.897764634,86.26088378,16.59218625,75,1.868663644,2,1,8.36688778,2,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Private,2763,0
17,1.028017013,30,4.470486179,23.93736298,3.202638055,2,4,6.855889631,0,0,,M,Good,Yes,No,No,Medium,Full,Primary,High,Government,847,1
16,1.9251659,30,5.064333995,73.70338146,2,5,2,6.607448958,0,0,,M,Good,Yes,No,No,High,Limited,Primary,Low,Private,194,1
17,2.946617921,82.72644252,6.514269491,56.35439267,4.357967947,2,2,6.193295306,1,0,,F,Good,Yes,Yes,No,Medium,Full,Master,High,Government,1465,0
16,2.706217904,60,4.480413978,71.36349023,7.043692268,3,1,7.313155348,5,0,,M,Good,Yes,No,No,High,Full,Master,Middle,Private,2622,0
15,2.665723492,31.35928204,2.359033115,44.47617286,14.24915313,7,2,4.22080937,0,0,,M,Good,Yes,No,No,Low,Minimal,Primary,Middle,Self-employed,947,1
16,2.316241013,77.31593305,2.809572606,70.71245645,2.612848645,2,0,7.733125297,1,1,,M,Good,Yes,No,No,High,Limited,Bachelor,Middle,Government,2022,0
15,2.737749481,80.96953855,4.39368873,88.2757559,1.394040725,5,1,7.178327497,0,3,,M,Fair,Yes,Yes,No,Medium,Full,Primary,High,Government,2552,0
17,2.825068701,60,8.320905344,76.2340146,12.39951549,5,2,6.292365979,1,1,,M,Good,Yes,No,No,Medium,Full,Master,Middle,Government,1630,0
15,3.977011084,91.39034024,16.30713199,75,12.98247196,2,0,7.381546231,5,1,,M,Good,No,Yes,No,High,Limited,Bachelor,Low,Private,2929,0
16,1.696591839,70.71755215,4.738387209,39.60579209,12.63777962,3,4,3.095752082,0,0,,F,Good,No,Yes,No,Low,Minimal,Primary,Low,Unemployed,118,1
17,2.510064749,30,4.598541873,34.7909682,2,9,4,6.475433798,1,0,,M,Good,No,No,No,Low,Limited,Primary,Low,Unemployed,646,1
15,2.858697943,83.94118953,12.55211066,90,1,4,3,6.957417368,3,1,,M,Good,Yes,No,No,High,Full,Secondary,Low,Government,1871,0
19,2.073135767,39.11981753,6.616738853,20,20.39769183,3,1,3.660999792,0,0,,M,Good,Yes,No,No,Medium,Full,Primary,High,Government,4,1
15,2.64509657,30,5.651629181,30.81852123,2.742181895,6,7,7.058428458,2,1,,F,Good,Yes,Yes,No,Low,Full,Primary,High,Unemployed,75,1
16,2.458147937,60,5.651887243,50,1,4,1,7.469755889,3,1,,M,Good,No,No,No,Low,Full,Master,Middle,Unemployed,1756,0
18,2.36314707,30,3.258658887,20,2,6,1,3.700098035,2,1,,M,Good,Yes,Yes,No,Medium,Full,Secondary,Middle,Private,468,1
16,3.615342712,80,19.83100323,89.33198672,3.821888522,4,0,9.232116098,4,0,,F,Good,Yes,No,No,Low,Full,Secondary,High,Private,3394,0
17,2.264906074,30,6.114972768,40.91381891,25,6,3,6.349571427,4,0,,F,Good,No,No,Yes,Low,Limited,Primary,Low,Unemployed,6,1
15,2.788112772,89.21194389,10.40452158,64.08166651,3.402713963,7,2,6.814796601,0,1,,F,Good,Yes,No,No,Medium,Full,Primary,High,Self-employed,1247,0
17,1.729435334,36.43068945,4.777196136,31.42066438,3.288345355,8,5,3.590346692,0,2,,F,Good,No,No,No,High,Limited,Secondary,Low,Self-employed,920,1
15,2.918268682,73.27561185,3.335433305,50,1,7,0,8.910880769,1,0,,M,Good,Yes,No,No,Low,Full,Bachelor,Middle,Unemployed,2596,0
16,2.269801484,30,0.803384901,26.16989383,15.06839716,9,5,6.487969499,2,1,,F,Good,No,No,Yes,Low,Limited,Primary,Low,Private,229,1
15,1.826826283,32.88068404,4.00712166,20,3.637069247,6,2,7.934874182,0,1,,M,Good,Yes,No,No,Low,Minimal,Secondary,Low,Government,1064,1
16,2.960982287,60,6.989831871,63.84303037,2.422727871,3,0,7.337024906,1,0,,M,Good,No,No,Yes,Low,Full,Master,Middle,Government,2591,0
18,1.677380534,30,3.723186748,20,14.18508762,3,2,4.260476018,0,1,,M,Good,Yes,No,No,Low,Full,Master,Low,Self-employed,243,1
15,3.292587797,80,9.488037889,94.85391223,2.301905468,3,0,8.735263447,7,3,,F,Fair,Yes,No,No,Low,Limited,Master,Low,Private,2947,0
16,4.091826441,81.60346832,10.15792009,79.73901484,2.260549115,7,0,8.775720737,3,4,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Self-employed,3745,0
16,2.341946127,95,5.783380231,51.23297628,20,1,0,8.621448871,3,1,,F,Good,Yes,No,No,High,Full,Bachelor,High,Private,1161,0
15,3.444689143,87.23331422,13.1256538,82.96882839,1.960150068,5,0,9.168103802,1,2,,F,Good,Yes,No,No,High,Full,Secondary,Low,Self-employed,3827,0
17,2.561992389,80.57384955,8.620993632,78.59832624,1,4,1,5.97587317,2,1,,M,Good,Yes,No,Yes,High,Full,Secondary,High,Unemployed,1631,0
15,3.52990894,92.32158822,19.05359263,96.78252342,5.870638468,3,0,7.671598381,5,0,,M,Good,Yes,No,Yes,Low,Full,Primary,Middle,Unemployed,3671,0
17,3.558521019,93.17745272,18.41389155,75,1.635083918,3,0,8.691815194,2,2,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Government,3518,0
17,3.32279493,93.73179595,17.66322936,84.92110913,5.737032039,3,1,8.444860051,2,3,,M,Good,No,Yes,No,Medium,Full,Secondary,Middle,Government,2891,0
17,4.096836513,80,16.03181559,75.38938649,3.398558676,3,0,8.446223016,2,0,,M,Good,Yes,No,No,High,Full,Bachelor,High,Private,3422,0
17,2.659368083,60,10.41898268,82.47273643,1.332712236,1,0,5.259877162,2,1,,F,Fair,Yes,No,No,High,Full,Bachelor,Low,Self-employed,2564,0
17,3.029938496,60,7.830199112,52.15436006,9.327703762,4,1,6.762034125,1,0,,F,Fair,Yes,No,No,Medium,Full,Secondary,High,Government,2672,0
16,2.790904895,68.96056928,10.51400549,63.33552315,4.569464586,5,2,5.882607602,1,3,,F,Fair,Yes,Yes,Yes,Medium,Full,Secondary,Middle,Private,1527,0
15,2.512908328,72.46624277,5.131607962,74.17514616,5.625615576,2,1,8.018538276,1,1,,M,Good,Yes,No,No,Medium,Full,Secondary,High,Private,1606,0
16,3.342910809,80,13.15953172,77.1566616,0.950192114,4,0,8.212403532,1,1,,M,Fair,Yes,No,No,High,Full,Secondary,High,Unemployed,4349,0
16,3.590586745,85.51262363,12.52565429,62.43336043,6.091245062,3,1,5.134926662,3,2,,F,Good,Yes,No,No,High,Full,Secondary,High,Government,2325,0
16,3.964948925,90.11078266,13.56410455,88.76694311,0.5,2,0,8.564413173,1,4,,F,Good,No,No,No,Medium,Full,Bachelor,High,Private,2710,0
15,3.492522385,82.74906215,21.91902794,82.18954542,0.519412651,3,0,7.368430579,7,2,,M,Fair,No,No,No,Medium,Full,Bachelor,Middle,Private,3819,0
15,2.957172032,95,6.280694053,68.41307158,3.790272119,5,1,6.101905651,2,2,,F,Fair,Yes,No,No,High,Full,Master,High,Private,1313,0
16,3.365168131,80,14.09206685,93.72390646,1.786876822,3,0,7.810255011,2,0,,M,Good,No,Yes,No,High,Full,Master,High,Private,3449,0
17,2.935690893,60,6.262447052,50.02578919,2.597461616,3,1,7.204046175,1,0,,M,Fair,No,No,Yes,Low,Full,Secondary,Middle,Unemployed,1990,0
15,3.653686344,96.6721299,9.115759505,75,4.793756169,2,0,8.887602091,2,4,,M,Poor,Yes,No,No,High,Full,Secondary,Middle,Private,3853,0
15,2.737915771,65.40259992,11.14773561,73.40202482,1,6,2,5.970571284,1,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Private,2363,0
17,3.155579654,60,2.495766599,76.48343413,2.537023916,2,2,7.786751873,3,0,,M,Good,No,No,No,High,Minimal,Bachelor,Middle,Private,1976,0
16,3.497435906,80,5.69453156,88.99346807,0.77658233,4,0,7.900448301,1,2,,M,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,3515,0
17,2.914256143,82.45423409,7.133114446,84.15274369,8.949631945,3,5,8.318854138,3,1,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Government,1762,0
18,3.899496322,85.04722877,10.78178727,82.56979654,0.5,2,1,7.666670437,1,3,,M,Good,No,No,No,Low,Full,Bachelor,Low,Self-employed,3392,0
16,2.771022684,95,5.361075405,58.8855716,8.374439397,6,0,7.998516387,1,1,,M,Good,No,Yes,No,Medium,Minimal,Bachelor,Middle,Private,1306,0
16,3.388816583,80,10.01546226,82.97352674,1.769087473,5,1,8.694242414,2,0,,M,Fair,Yes,Yes,No,High,Full,Master,Middle,Self-employed,2740,0
16,2.907758992,67.28382634,8.213190339,50,1,2,0,7.400806016,3,2,,F,Good,Yes,No,No,High,Full,Bachelor,High,Self-employed,1542,0
16,3.747236113,96.43209077,11.23538019,79.54462322,7.316068456,3,0,7.450239734,3,2,,F,Good,Yes,Yes,No,Low,Full,Master,Middle,Government,4198,0
17,2.925950159,80.1132372,9.846240821,82.79948702,1,4,0,6.103103985,2,0,,M,Good,Yes,No,No,Low,Full,Bachelor,Middle,Government,2473,0
17,2.720162677,86.00336303,5.584562843,64.82104351,4.466979693,6,0,6.49838118,4,1,,F,Good,Yes,No,Yes,High,Full,Bachelor,Middle,Private,2643,0
18,2.917853657,82.10053968,8.106569105,87.57331321,1.821948619,4,0,8.622906534,4,2,,M,Good,Yes,No,No,High,Full,Secondary,Low,Private,2796,0
16,3.753858324,80,13.23064896,75,2.82367606,2,0,7.080801769,5,1,,M,Good,Yes,No,Yes,High,Full,Secondary,Middle,Private,3947,0
19,2.091734966,30,3.144302019,24.5555834,3.036408317,7,2,5.885651237,2,0,,F,Fair,Yes,No,No,Medium,Full,Secondary,High,Self-employed,623,1
16,3.431143639,80,26.64407666,75,3.567448197,2,0,8.63066982,5,3,,M,Fair,No,Yes,No,Low,Limited,Bachelor,High,Government,3797,0
15,2.709678514,60,8.527312529,73.44795798,2.901108498,5,1,6.39275027,0,2,,F,Good,No,Yes,No,Medium,Full,Master,Middle,Government,1494,0
15,2.652709571,30,6.889421239,30.56281777,4.138554187,8,3,3.951945025,0,1,,M,Good,No,Yes,Yes,Low,Full,Bachelor,Low,Private,111,1
17,3.233744993,89.12197406,9.15778213,65.56954294,2.97504025,3,4,6.330041418,3,0,,F,Good,Yes,No,Yes,High,Full,Bachelor,High,Private,2276,0
16,4.119921435,98.71319537,11.1001664,75,2.193670964,2,1,9.392934679,3,0,,F,Fair,Yes,No,No,High,Full,Bachelor,Middle,Self-employed,3722,0
17,3.347804046,60,6.826780726,50,2.355887543,2,0,5.752559257,3,0,,F,Fair,Yes,Yes,No,Medium,Limited,Bachelor,Middle,Unemployed,1170,0
17,3.608119818,80,9.297640319,75,0.5,1,0,8.803859764,1,0,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,4035,0
17,2.455973137,34.97500103,4.068000116,20,4.151294284,4,2,3.902091974,0,0,,F,Fair,No,Yes,No,Medium,Full,Primary,Low,Private,233,1
17,1.650283852,41.54226578,6.505197779,27.88454368,25,3,3,1.923853868,1,1,,M,Good,Yes,Yes,No,Low,Full,Bachelor,Middle,Private,67,1
16,4.040780782,86.23147465,23.84690133,75,5.746695336,1,0,9.590127151,7,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Government,4102,0
17,2.951326456,66.64587666,5.992047649,61.51901496,1.089620069,5,0,7.108379095,2,3,,M,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,1604,0
17,2.750675719,79.66757365,8.586138035,62.87335995,1,1,0,8.1529892,3,0,,M,Good,Yes,No,No,High,Full,Primary,High,Government,2073,0
17,3.752951784,80.74539922,5.381275122,80.36126478,0.956127708,3,0,7.844317632,5,2,,M,Good,No,No,No,High,Full,Bachelor,High,Self-employed,3284,0
16,4.071275029,93.55637675,16.17101801,94.58798269,0.5,4,0,9.562599358,1,2,,M,Good,Yes,No,No,Low,Full,Bachelor,Low,Government,3597,0
16,2.328502552,81.28749271,7.421581503,50,1,2,0,4.79113763,1,0,,F,Good,Yes,No,No,Low,Limited,Bachelor,Middle,Self-employed,2193,0
16,1.975772983,30,7.881384804,23.37262351,2,4,3,3.266590055,2,1,,M,Good,Yes,No,No,Low,Full,Primary,Low,Unemployed,537,1
17,3.054466136,80,16.18920067,79.00325221,0.5,6,1,9.661388155,3,3,,F,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,2860,0
20,2.377202016,30,0.508294366,36.23963047,2,7,1,5.498211789,5,0,,M,Good,Yes,No,No,Low,Full,Primary,Middle,Self-employed,126,1
17,4.0788275,86.24779311,8.940241836,89.84887174,6.478093344,4,0,7.456703849,1,3,,F,Good,Yes,No,No,Medium,Full,Primary,Middle,Self-employed,3546,0
17,3.060711482,63.90796211,4.031062267,56.87996992,6.448919066,6,0,7.581903383,2,2,,M,Good,Yes,No,No,High,Limited,Secondary,Middle,Government,2134,0
16,2.875922594,87.41317673,8.680823108,87.85850082,4.589465645,5,1,5.795016095,3,2,,M,Good,Yes,No,No,Low,Full,Master,High,Government,1255,0
16,3.195515292,80,15.86979195,80.49767317,2.776609126,2,1,7.016849065,1,5,,F,Fair,Yes,No,No,Medium,Full,Bachelor,Low,Private,4077,0
17,2.550650802,95,6.959956479,74.90745545,2.383688903,4,0,6.126599619,4,2,,M,Fair,Yes,No,No,High,Full,Bachelor,Low,Unemployed,1977,0
16,3.293160144,87.26666534,15.50008508,76.82660735,0.5,4,0,9.443675398,6,3,,F,Fair,No,Yes,No,High,Full,Secondary,High,Private,4036,0
15,3.382266198,87.44678895,15.32665827,87.0705569,4.391792033,2,0,8.306329014,2,2,,F,Good,Yes,No,No,Medium,Limited,Primary,Middle,Self-employed,3814,0
15,3.361213714,64.56035178,10.51713144,85.71305342,20,1,0,6.770888024,0,0,,M,Good,Yes,No,No,High,Limited,Bachelor,Low,Private,2076,0
16,2.19776471,30,4.539139961,27.66581057,7.935061623,4,2,8.052968911,1,0,,M,Good,No,Yes,No,Low,Minimal,Primary,Low,Self-employed,485,1
18,3.166586754,74.72501889,9.182606049,67.23207082,1,4,3,5.59735962,1,3,,F,Good,Yes,Yes,No,Medium,Full,Bachelor,Middle,Government,1655,0
16,3.686754518,60,9.565338652,71.505321,9.640770227,4,1,6.807884512,2,1,,M,Good,Yes,Yes,Yes,High,Full,Master,Low,Unemployed,1216,0
17,3.421540997,80,17.15090522,88.29815051,1.40475183,6,1,9.129073248,2,1,,F,Good,No,No,Yes,Medium,Full,Bachelor,High,Government,3087,0
16,3.388135317,86.69030036,11.5860497,75,3.992654761,1,0,9.439059597,2,1,,M,Good,Yes,No,No,Medium,Full,Bachelor,High,Private,3723,0
17,3.891392008,86.08999808,12.20189764,80.45678492,0.808545538,2,0,9.935710899,3,3,,M,Good,Yes,No,No,Low,Full,Master,Middle,Private,4099,0
18,3.383100715,80,12.43435096,89.50219274,0.716223618,6,0,8.934723591,1,0,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,3762,0
16,3.004879915,80,6.136890288,75,6.407589411,3,0,8.618131381,4,2,,F,Good,Yes,No,No,Low,Full,Master,High,Private,4052,0
16,3.249624274,96.06273484,12.46606124,94.55432212,0.60332047,2,0,8.486917051,8,2,,M,Good,No,No,No,High,Limited,Bachelor,High,Private,3346,0
16,3.179717488,96.80750212,16.40276633,80.62669214,0.635961352,1,0,8.129031195,2,0,,M,Good,Yes,No,No,Medium,Full,Bachelor,Low,Government,3948,0
18,2.85276184,62.52631839,12.62932975,50,5.404174763,6,3,7.468270626,4,1,,F,Good,Yes,Yes,No,High,Full,Bachelor,Middle,Government,1775,0
17,3.000202674,80.1731982,4.191127689,58.3348031,6.277859479,3,2,7.12822786,2,1,,F,Good,Yes,No,No,Medium,Full,Master,High,Self-employed,2411,0
15,3.993713797,80,11.23544351,75,4.602772627,3,0,8.981558878,2,1,,F,Poor,Yes,No,Yes,High,Full,Master,Middle,Government,2798,0
16,2.151279582,36.24502664,3.071389197,21.72203033,4.862807383,7,6,4.852060554,1,0,,M,Fair,Yes,No,Yes,Low,Full,Bachelor,Low,Private,919,1
18,3.047022423,71.18898827,7.285538493,50,5.736003379,4,1,7.810716499,0,0,,M,Good,Yes,No,No,Low,Full,Primary,Middle,Unemployed,1647,0
17,2.881607937,30,0.847379948,49.73016913,8.36749162,3,1,4.199448904,0,0,,M,Good,No,No,No,Medium,Limited,Bachelor,High,Self-employed,1027,1
17,1.76728513,30,3.598713047,59.03073031,3.065620695,3,5,5.670961501,3,0,,M,Good,Yes,No,No,High,Full,Primary,High,Self-employed,1031,1
16,1.600044417,30,4.063160051,25.83705665,5.739533028,3,3,5.986388791,1,2,,F,Fair,No,No,No,Medium,Limited,Master,Low,Self-employed,883,1
18,2.745836432,91.44210045,7.868878344,83.32768411,1.806290769,3,2,8.951711559,3,2,,F,Good,Yes,No,No,Low,Full,Primary,Low,Private,1336,0
16,3.887816954,80,8.905280099,75,0.986996705,4,0,8.333957543,4,3,,F,Good,Yes,No,No,High,Full,Master,Low,Unemployed,2747,0
15,3.554281883,95.44347646,15.74148084,75,0.618645945,1,0,9.197187367,2,3,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Government,3652,0
16,3.273513897,85.38492228,10.16407097,75,0.5,1,0,8.739777197,6,1,,F,Good,Yes,No,No,High,Full,Secondary,Middle,Private,2714,0
18,2.66491308,35.63661198,5.937273369,25.8210077,4.795596459,6,2,2.907330228,0,0,,F,Good,Yes,Yes,No,Low,Full,Secondary,Middle,Self-employed,365,1
16,3.117524357,86.28298399,18.45644577,75,1.575688853,2,1,7.564510312,1,1,,F,Good,Yes,No,No,Low,Full,Secondary,Low,Private,4361,0
17,3.328344277,91.35835241,17.82407486,83.58341772,1.788269198,5,0,8.978617548,3,1,,M,Good,No,No,No,High,Full,Bachelor,High,Private,3288,0
16,2.506348906,70.53976146,11.29593555,84.16161241,3.512403988,2,0,6.492269106,3,5,,M,Good,Yes,No,No,High,Full,Bachelor,High,Self-employed,2126,0
17,1.729535897,30,3.930405301,25.61889969,2,10,5,5.138680589,1,0,,M,Fair,Yes,No,No,High,Full,Primary,Low,Private,28,1
19,2.256483823,30,6.642086713,40.68669182,2.022230279,3,6,3.515655823,0,0,,M,Good,No,Yes,No,High,Limited,Primary,Middle,Unemployed,474,1
15,2.30336572,57.0098849,4.30358978,37.27322365,9.423982042,4,3,4.138879522,1,1,,M,Good,No,Yes,No,Medium,Minimal,Bachelor,Low,Unemployed,526,1
17,1.852084455,46.83794114,3.456488736,62.89414706,6.837732483,3,2,6.087170146,1,0,,M,Fair,Yes,No,No,Low,Full,Primary,Low,Unemployed,726,1
18,2.482949516,30,5.361758143,28.45597033,5.362784257,5,4,4.934393323,2,2,,M,Good,Yes,Yes,No,Medium,Full,Bachelor,Middle,Private,56,1
15,1.420711494,30,6.156322202,20,3.199600712,1,3,4.394876933,0,0,,F,Good,Yes,No,No,High,Full,Bachelor,Low,Unemployed,639,1
18,1.845813171,31.10029979,3.416302458,23.60715491,4.130859006,4,6,5.886495557,0,0,,F,Good,Yes,No,No,Low,Minimal,Secondary,Middle,Unemployed,303,1
16,3.288235475,80,10.49980285,95.0737648,1.435890072,3,0,7.786017038,1,2,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,2767,0
16,3.071312379,80,13.52516104,78.02407922,1.732284595,6,0,8.868215429,1,2,,F,Poor,No,No,No,High,Full,Master,High,Government,4201,0
16,3.202808318,60,6.941230587,72.83922881,13.95953774,5,3,7.092764201,2,1,,F,Good,Yes,No,No,Medium,Full,Primary,Middle,Private,1277,0
15,2.893473336,84.7243649,1.902993544,57.54871965,1.760551486,4,0,8.143028628,0,1,,F,Good,Yes,No,No,Low,Full,Secondary,High,Unemployed,1891,0
19,2.497312544,39.50263316,4.277089384,20,2,5,1,6.795243847,1,0,,M,Fair,No,Yes,No,Low,Full,Primary,Low,Private,625,1
17,2.995440613,69.0874751,10.18263849,53.74021443,1.284193351,4,1,7.893633182,2,0,,M,Good,Yes,No,No,Medium,Limited,Master,Middle,Government,2056,0
16,2.789769128,60,8.961459082,50,1.762887697,2,0,6.064216701,3,1,,M,Good,Yes,No,No,High,Full,Secondary,Middle,Government,1281,0
16,3.551778949,80,13.93615535,75,4.959049617,6,1,8.487892307,2,2,,F,Good,Yes,Yes,No,High,Full,Bachelor,Middle,Private,2852,0
19,1.879674294,69.09617392,1.898694382,33.09522805,9.452728647,5,4,6.139094821,0,0,,M,Good,Yes,No,No,Medium,Minimal,Primary,Low,Unemployed,1050,1
16,1.478355986,64.20029883,3.599629759,36.90289754,2,4,4,3.380988893,3,1,,F,Good,Yes,No,Yes,Low,Full,Secondary,Low,Private,337,1
17,3.302164422,80,13.77519713,75,0.5,3,0,8.874296804,4,1,,M,Fair,No,Yes,No,High,Full,Master,Low,Private,3645,0
18,2.281840301,30,3.543761984,33.29865958,7.240911708,3,3,2.591049066,1,1,,F,Good,No,No,No,Medium,Full,Primary,Middle,Unemployed,48,1
17,4.10178002,89.04963488,19.72220563,75,3.764335121,3,1,8.336060919,4,2,,F,Good,No,No,Yes,High,Full,Master,Middle,Government,2879,0
19,1.515151094,30,5.293796672,59.86947704,2,4,1,5.761554215,1,0,,M,Good,No,No,No,Medium,Minimal,Primary,Low,Private,107,1
15,3.492531498,76.37903516,10.29437492,64.12559422,1,1,1,6.123413325,2,1,,F,Fair,Yes,No,No,Low,Full,Bachelor,Middle,Self-employed,2398,0
18,1.800900582,36.29008163,4.107527594,35.95002932,2,4,3,5.17621457,1,0,,M,Fair,No,No,No,High,Full,Primary,Middle,Government,1080,1
16,2.656914979,82.53083908,7.377154814,53.30987748,2.778198884,5,2,7.921839872,2,0,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,2287,0
17,2.447904512,76.81482028,10.23420797,83.24332873,3.541312237,8,1,5.913500086,0,2,,M,Good,No,No,Yes,Medium,Limited,Master,Low,Government,2262,0
17,2.844181183,60,11.75789133,65.50163359,17.24530664,3,2,5.129534993,1,1,,M,Good,Yes,No,No,High,Full,Bachelor,Middle,Private,1145,0
15,3.779311339,90.90792631,5.01861532,88.73187814,1.985290246,1,0,7.058906651,2,3,,M,Fair,Yes,No,No,Medium,Full,Secondary,Low,Unemployed,3920,0
16,2.789245604,60,12.04007422,90,1,5,1,7.123685359,0,0,,M,Good,Yes,Yes,Yes,Low,Full,Master,High,Private,2297,0
16,3.570141136,90.94330401,21.11035531,75,15,1,0,7.3652366,3,2,,M,Good,Yes,Yes,No,Low,Full,Secondary,High,Private,2842,0
16,3.416365227,92.06607448,6.486497063,85.56617591,0.576040764,1,0,9.713181861,0,2,,F,Good,Yes,Yes,No,High,Full,Master,Middle,Government,3145,0
17,2.781695307,76.13907697,10.16789335,88.45079336,2.154083185,3,2,6.462910724,2,3,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Government,1837,0
16,3.560824617,86.17226796,5.335619725,52.41475028,3.233383657,4,0,6.023879551,1,1,,M,Poor,Yes,No,No,High,Full,Secondary,Middle,Self-employed,1754,0
